class,code,name,prof,time,grade,score,number,etc,exp,category,campus
교양,GEDS092-01,동아시아역사와문화,다니엘종스베켄디크,화09:00-10:15【9B312】 목10:30-11:45【9B312】,3,3.95,1,0,"국제어수업, 오프라인, 국제어(English)",사회/역사,인사캠
교양,GEDS008-01,민주사회와행정,김지영,월16:30-17:45【62705】 수15:00-16:15【62705】,3,4.62,40,0,오프라인,사회/역사,인사캠
전공/전공핵심,PSD2002-01,비교정치론,권예소라,화09:00-10:15【61604】【1.5h(ON)+1.5h(OFF)】,3,4.44,44,0,"국제어수업, 플립러닝(온라인[사전제작]+오프라인)",사회/역사,인사캠
전공/전공일반,SOC2002-01,사회계층론,신아름,월09:00-10:15【61806】 월10:30-11:45【61806】,3,0,28,0,"오프라인, 강의저장 권장(단, 학생 출석인정하지 않음)",사회/역사,인사캠
교양,GEDS047-01,사회과학고전읽기,이전오,화09:00-10:15【61803】 화10:30-11:45【61803】,3,4.75,32,0,PBL(온라인[사전제작]+오프라인),사회/역사,인사캠
교양,GEDS055-01,세계사속의중국,황태연,화09:00-10:15【31607】 화10:30-11:45【31607】,3,4.54,39,0,"국제어수업, 오프라인",사회/역사,인사캠
교양,GEDS059-01,유교자본주의의이해,이주강,화16:30-17:45【31506】 목15:00-16:15【31506】,3,4,25,0,"PBL(온라인[사전제작]+오프라인), 화요일 온라인(사전녹화 영상)/목요일 오프라인 수업 진행",사회/역사,인사캠
전공/전공일반,HIS3022-01,유럽의정신생활사,김민철,화16:30-17:45【31306B】【1.5h(ON)+1.5h(OFF)】,3,4.04,19,0,플립러닝(온라인[사전제작]+오프라인),사회/역사,인사캠
교양,GEDS053-01,인간과토지의문명사,박은영,목10:30-11:45【33401】【1.5h(ON)+1.5h(OFF)】,3,4.56,16,0,플립러닝(온라인[사전제작]+오프라인),사회/역사,인사캠
전공/전공일반,HIS2008-01,일본의역사,최자명,화12:00-13:15【31503】 목13:30-14:45【31503】,3,3.53,9,0,PBL(온라인[사전제작]+오프라인),사회/역사,인사캠
교양,GEDS072-01,현대가족의이해,김성은,월09:00-10:15【61803】 월10:30-11:45【61803】,3,4.75,45,0,오프라인,사회/역사,인사캠
교양,GEDS084-01,현대국가의행정,이지형,월18:00-19:15【61802】 월19:30-20:45【61802】,3,4.8,67,0,오프라인,사회/역사,인사캠
교양,GEDS056-01,현대동아시아정치경제변동,다니엘종스베켄디크,화15:00-16:15【9B215】 목16:30-17:45【9B215】,3,3.12,5,0,"국제어수업, 오프라인",사회/역사,인사캠
교양,GEDS039-02,현대사회와법,이승현,금15:00-16:15【미지정】 금16:30-17:45【미지정】,3,4.34,81,0,온라인[사전제작],사회/역사,인사캠
교양,GEDS018-01,현대사회와복지,오혜은,목13:30-14:45【61803】【1.5h(ON)+1.5h(OFF)】,3,2,11,0,플립러닝(온라인[사전제작]+오프라인),사회/역사,인사캠
교양,GEDS015-01,현대사회와직업,박현주,월10:30-11:45【61802】【1.5h(ON)+1.5h(OFF)】,3,3.2,24,0,플립러닝(온라인[사전제작]+오프라인),사회/역사,인사캠
교양,GEDS016-01,현대사회의문제,박현주,월12:00-13:15【61802】【1.5h(ON)+1.5h(OFF)】,3,0,20,0,플립러닝(온라인[사전제작]+오프라인),사회/역사,인사캠
교양,GEDS031-01,현대중국사회와문화,김지훈,월15:00-16:15【33306】 수16:30-17:45【33306】,3,3.24,17,0,PBL(온라인[사전제작]+오프라인),사회/역사,인사캠
교양,GEDS057-01,현대한국정치의쟁점,장무후이,월10:30-11:45【31308】 수09:00-10:15【31308】,3,4.84,25,0,"국제어수업, 오프라인",사회/역사,인사캠
교양,GEDS085-01,국제갈등과뉴스보도,레이하트만,화12:00-13:15【33203】 목13:30-14:45【33203】,3,4.67,10,0,"국제어수업, 오프라인",사회/역사,인사캠
교양,GEDS086-01,글로벌시대의문화이해,유철,월09:00-10:15【90209】 월10:30-11:45【90209】,3,4.72,20,0,"국제어수업, 오프라인, 국제어(English)",사회/역사,인사캠
교양,GEDS004-01,동양의역사와문명,이평수,월16:30-17:45【31308】 수15:00-16:15【31308】,3,4.93,61,0,오프라인,사회/역사,인사캠
교양,GEDS074-01,미디어와윤리,박홍기,금12:00-13:15【31308】 금13:30-14:45【31308】,3,4.73,52,0,오프라인,사회/역사,인사캠
교양,GEDS020-01,북한경제의이해,임송,목18:00-19:15【31704】 목19:30-20:45【31704】,3,4.12,50,0,"오프라인, 18:00-19:15오프라인강의,19:30-20:45사전제작온라인",사회/역사,인사캠
교양,GEDS005-01,서양의역사와문명,이상동,목12:00-13:15【33503】【1.5h(ON)+1.5h(OFF)】,3,4.17,17,0,플립러닝(온라인[사전제작]+오프라인),사회/역사,인사캠
교양,GEDS063-01,소비와윤리,윤명애,금12:00-13:15【미지정】 금13:30-14:45【미지정】,3,4.4,48,0,온라인[사전제작],사회/역사,인사캠
교양,GEDS003-01,일상생활의역사,막스알텐호펜,화12:00-13:15【31508B】 목13:30-14:45【31508B】,3,0,7,0,"국제어수업, 오프라인",사회/역사,인사캠
교양,GEDS039-01,현대사회와법,성덕근,금09:00-10:15【미지정】 금10:30-11:45【미지정】,3,4.45,114,0,온라인[사전제작],사회/역사,인사캠
교양,GEDN041-01,과학기술과창업경영,정원국,금15:00-16:15【미지정】 금16:30-17:45【미지정】,3,3.65,17,0,온라인[사전제작],자연/과학/기술,인사캠
교양,GEDN014-01,생명과음식의과학,박기문,화18:00-19:15【31308】 화19:30-20:45【31308】,3,4.89,63,0,오프라인,자연/과학/기술,인사캠
교양,GEDN002-01,생태계와환경,김정하,수09:00-10:15【미지정】 수10:30-11:45【미지정】,3,3.91,30,0,온라인[사전제작],자연/과학/기술,인사캠
교양,GEDN017-01,암의과학,이충은,목10:30-11:45【31706】【1.5h(ON)+1.5h(OFF)】,3,3.68,16,0,"국제어수업, 플립러닝(온라인[사전제작]+오프라인)",자연/과학/기술,인사캠
교양,GEDN058-01,영화장르로서의사이언스픽션,민현준,수09:00-10:15【31606】 수10:30-11:45【31606】,3,4,26,0,"국제어수업, 오프라인, 국제어(English)",자연/과학/기술,인사캠
교양,GEDN054-01,근대과학의형성과동서양,김철호,금12:00-13:15【31409】 금13:30-14:45【31409】,3,0,9,0,"PBL(온라인[사전제작]+오프라인), 1시간반은 수업, 1시간반은 토론",자연/과학/기술,인사캠
기타,GELT041-02,FYE세미나II,윤지혜,금18:00-18:50【50106】,1,4.94,278,0,오프라인,.,인사캠
기타,GELT016-01,교양농구,변준석,월12:00-12:50【61808】 월13:00-13:50【61808】,1,5,24,0,오프라인,.,인사캠
기타,GELT027-01,교양스노우보드,조희태,수11:00-11:50【50317】 수12:00-12:50【50317】,1,4,8,0,오프라인,.,인사캠
기타,GELT028-01,교양스키,이지항,금15:00-15:50【61606】 금16:00-16:50【61606】,1,4.4,38,0,"오프라인, 집중수업",.,인사캠
기타,GELT028-02,교양스키,양승규,목13:00-13:50【61607】 목14:00-14:50【61607】,1,4.69,34,0,오프라인,.,인사캠
기타,GELT018-01,교양축구,김정찬,수09:00-09:50【61808】 수10:00-10:50【61808】,1,4.85,29,0,오프라인,.,인사캠
기타,GELT020-01,교양테니스,안신영,화11:00-11:50【61808】 화12:00-12:50【61808】,1,5,26,0,오프라인,.,인사캠
기타,GELT020-02,교양테니스,김홍재,금13:00-13:50【61808】 금14:00-14:50【61808】,1,4.54,28,0,오프라인,.,인사캠
기타,GELT002-01,글로벌문화체험세미나,데이비드로버츠,금12:00-12:50【33201】,1,4.98,18,0,"국제어수업, 오프라인",.,인사캠
기타,GELT002-05,글로벌문화체험세미나,토마스센트잔,금09:00-09:50【33210】,1,5,12,0,"국제어수업, 오프라인",.,인사캠
기타,GELT081-01,리더십과경영,차동옥,화15:00-16:15【33303】【0.5h(ON)+1.5h(OFF)】,2,4.03,59,0,플립러닝(온라인[사전제작]+오프라인),.,인사캠
기타,GELT079-01,메타버스비즈니스,노재범,수15:00-15:50【미지정】 수16:00-16:50【미지정】,1,4.85,98,0,온라인[사전제작],.,인사캠
기타,GELT071-01,분석과비판,홍지호,화13:00-13:50【50106】 화14:00-14:50【50106】,2,4.52,28,0,오프라인,.,인사캠
기타,GELT012-01,사회봉사론,정국인,목09:00-09:50【미지정】 목10:00-10:50【미지정】,1,4.68,67,0,온라인[사전제작],.,인사캠
기타,GELT012-02,사회봉사론,정국인,목11:00-11:50【미지정】 목12:00-12:50【미지정】,1,4.68,61,0,온라인[사전제작],.,인사캠
기타,GELT012-03,사회봉사론,정국인,목15:00-15:50【미지정】 목16:00-16:50【미지정】,1,4.68,89,0,온라인[사전제작],.,인사캠
기타,GELT001-01,성균프레시맨세미나,민무홍,목15:00-15:50【50318】,1,4.83,23,0,"오프라인, P/F 과목",.,인사캠
기타,GELT001-03,성균프레시맨세미나,박정하,수12:00-12:50【50304】,1,4.85,29,0,"오프라인, P/F 과목",.,인사캠
기타,GELT008-01,속기학,김미영,화13:00-13:50【61803】 화14:00-14:50【61803】,1,5,20,0,오프라인,.,인사캠
기타,GELT048-01,언어지문분석,박정하,월10:00-10:50【미지정】 월11:00-11:50【미지정】,1,4.77,96,0,온라인[사전제작],.,인사캠
기타,GELT014-01,예절교육및실습,김은정,화15:00-15:50【33406】 화16:00-16:50【33406】,1,0,22,0,오프라인,.,인사캠
기타,GELT049-01,추리논증방법,홍지호,월13:00-13:50【50104】 월14:00-14:50【50104】,1,4.63,42,0,오프라인,.,인사캠
기타,GELT024-01,교양요가,신원미,화13:00-13:50【50401】 화14:00-14:50【50401】,1,4.28,23,0,"오프라인, 실기실: 놀터(33B405)",.,인사캠
기타,GELT024-02,교양요가,신원미,목11:00-11:50【50317】 목12:00-12:50【50317】,1,4.28,19,0,"오프라인, 실기실: 놀터(33B405)",.,인사캠
기타,GELT045-01,교양소프트볼,차재혁,월14:00-14:50【61808】 월15:00-15:50【61808】,1,4.8,11,0,오프라인,.,인사캠
기타,GELT027-02,교양스노우보드,허동찬,화09:00-09:50【50306】 화10:00-10:50【50306】,1,4.47,33,0,오프라인,.,인사캠
기타,GELT077-01,창업과비즈니스모델,손영욱,수11:00-11:50【31609】,1,4.93,49,0,오프라인,.,인사캠
기타,GELT022-01,교양골프,원용석,수13:00-13:50【61808】 수14:00-14:50【61808】,1,3.09,13,0,오프라인,.,인사캠
기타,GELT023-02,교양댄스스포츠,이루지,금10:00-10:50【50308】 금11:00-11:50【50308】,1,4.61,9,0,"오프라인, 실기실: 수선관검도장",.,인사캠
기타,GELT041-01,FYE세미나II,박은영,금18:00-18:50【50104】,1,4.99,274,0,오프라인,.,인사캠
기타,GELT041-03,FYE세미나II,정순현,금18:00-18:50【50317】,1,4.93,255,0,오프라인,.,인사캠
기타,GELT092-01,마음건강의과학,송영매,수10:00-10:50【33306】 수11:00-11:50【33306】,2,0,57,0,PBL(온라인[사전제작]+오프라인),.,인사캠
기타,GELT063-01,새로운패러다임의취업/창업,최기호,화13:00-13:50【50319】 화14:00-14:50【50319】,2,4.44,11,0,오프라인,.,인사캠
기타,GELT001-04,성균프레시맨세미나,김재원,목16:00-16:50【20202】,1,0,8,0,"오프라인, P/F 과목",.,인사캠
기타,GELT055-01,창업실습2,임정모,화15:00-15:50【50317】 화16:00-16:50【50317】,2,4.73,17,0,오프라인,.,인사캠
기타,GELT042-01,실용금융,정호석,목11:00-11:50【31308】 목12:00-12:50【31308】,1,0,25,0,오프라인,.,인사캠
교직,CFTD103-01,교육과정,노진아,월15:00-16:15【50407】【0.5h(ON)+1.5h(OFF)】,2,4.77,34,0,플립러닝(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD005-01,교육방법및교육공학,금선영,목10:00-10:50【50415】 목11:00-11:50【50415】,2,5,32,0,PBL(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD005-02,교육방법및교육공학,금선영,목13:00-13:50【50304】 목14:00-14:50【50304】,2,5,32,0,PBL(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD002-01,교육사회,한수경,목18:00-18:50【50304】 목19:00-19:50【50304】,2,3.57,4,0,PBL(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD003-01,교육심리,김명숙,수14:00-14:50【50306】 수15:00-15:50【50306】,2,4.47,18,0,PBL(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD003-03,교육심리,최권,월18:00-18:50【50305】 월19:00-19:50【50305】,2,4.95,31,0,오프라인,교직,인사캠
교직,CFTD008-02,교육의역사철학적이해,김은우,화15:00-16:15【50411】【0.5h(ON)+1.5h(OFF)】,2,3.48,30,0,플립러닝(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD008-03,교육의역사철학적이해,이영주,목16:30-17:45【50411】【0.5h(ON)+1.5h(OFF)】,2,4.86,32,0,플립러닝(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD104-01,교육평가,박혜랑,수13:00-13:50【50106】 수14:00-14:50【50106】,2,4.14,27,0,오프라인,교직,인사캠
교직,CFTD104-02,교육평가,박혜랑,수15:00-15:50【50106】 수16:00-16:50【50106】,2,4.17,30,0,오프라인,교직,인사캠
교직,CFTD104-03,교육평가,황수진,목15:00-15:50【50415】 목16:00-16:50【50415】,2,4.5,31,0,오프라인,교직,인사캠
교직,CFTD094-01,교육학개론,한신일,목13:00-13:50【50317】 목14:00-14:50【50317】,2,4.42,19,0,"국제어수업, 오프라인",교직,인사캠
교직,CFTD094-02,교육학개론,임정연,목18:00-19:10【50308】【0.5h(ON)+1.5h(OFF)】,2,4,2,0,플립러닝(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD064-01,교육학교재연구및지도법,현성혜,목18:00-19:15【50411】 목19:30-20:45【50411】,3,4,25,0,PBL(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD006-01,교육행정및교육경영,한신일,화11:00-11:50【50317】 화12:00-12:50【50317】,2,3.64,25,0,오프라인,교직,인사캠
교직,CFTD006-02,교육행정및교육경영,한신일,목15:00-15:50【50523A】 목16:00-16:50【50523A】,2,3.64,9,0,PBL(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD122-02,교직실무,이선영,화11:00-11:50【50305】,1,3.91,28,0,오프라인,교직,인사캠
교직,CFTD122-03,교직실무,이선영,목09:00-09:50【50304】,1,3.91,15,0,오프라인,교직,인사캠
교직,CFTD122-04,교직실무,이선영,목11:00-11:50【50411】,1,3.91,32,0,오프라인,교직,인사캠
교직,CFTD042-01,국어교과교재연구및지도법,강남욱,화18:00-19:15【50306】 화19:30-20:45【50306】,3,0,9,0,PBL(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD084-01,국어교과논리논술,이영주,수18:00-19:10【50306】【0.5h(ON)+1.5h(OFF)】,2,4.5,10,0,플립러닝(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD041-01,도덕윤리교과교재연구및지도법,강성원,월15:00-16:15【50306】 월16:30-17:45【50306】,3,0,11,0,PBL(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD095-01,도덕윤리교과논리논술,박세원,목13:30-14:45【미지정】,2,0,4,0,"플립러닝(온라인[사전제작]+오프라인), 합반(50523A): 사회교과논리논술+도덕윤리교과논리논술",교직,인사캠
교직,CFTD123-01,디지털교육,안성진,화10:00-10:50【50317】,1,3.83,32,0,오프라인,교직,인사캠
교직,CFTD123-02,디지털교육,안성진,목10:00-10:50【50317】,1,3.89,34,0,오프라인,교직,인사캠
교직,CFTD070-01,미술교과교재연구및지도법,이송하,목12:00-13:15【50401】 목13:30-14:45【50401】,3,5,4,0,"PBL(온라인[사전제작]+오프라인), 합반(50401): 미술교과교재연구및지도법+디자인공예교과교재연구및지도법",교직,인사캠
교직,CFTD108-01,사회교과교재연구및지도법,서향희,금12:00-13:15【50310】 금13:30-14:45【50310】,3,1.4,8,0,PBL(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD088-01,사회교과논리논술,박세원,목13:30-14:45【50523A】【0.5h(ON)+1.5h(OFF)】,2,0,11,0,"플립러닝(온라인[사전제작]+오프라인), 합반(50523A): 사회교과논리논술+도덕윤리교과논리논술",교직,인사캠
교직,CFTD052-01,상업정보교과교재연구및지도법,강성원,수09:00-10:15【50401】 수10:30-11:45【50401】,3,0,1,0,"PBL(온라인[사전제작]+오프라인), 합반(50401): 상업정보교과교재연구및지도법+연극영화교과교재연구및지도법",교직,인사캠
교직,CFTD082-01,상업정보교과논리논술,임경희,금18:00-18:50【50415】 금19:00-19:50【50415】,2,3.83,15,0,PBL(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD120-01,상업정보교수법,서향희,금18:00-18:50【50105】 금19:00-19:50【50105】,2,0,1,0,PBL(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD054-01,수학교과교재연구및지도법,한선영,수18:00-19:15【50415】【1.5h(ON)+1.5h(OFF)】,3,0,2,0,플립러닝(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD081-01,수학교과논리논술,이장주,목18:00-18:50【50415】 목19:00-19:50【50415】,2,4.13,14,0,PBL(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD049-01,역사교과교재연구및지도법,김현숙,금15:00-16:15【50523A】 금16:30-17:45【50523A】,3,3,5,0,PBL(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD043-01,영어교과교재연구및지도법,정지영,목09:00-10:15【미지정】 목10:30-11:45【미지정】,3,0,16,0,"국제어수업, 온라인[사전제작]",교직,인사캠
교직,CFTD085-01,영어교과논리논술,김은우,목18:00-19:10【50401】【0.5h(ON)+1.5h(OFF)】,2,0,2,0,"플립러닝(온라인[사전제작]+오프라인), 합반(50401): 영어교과논리논술/중국어교과논리논술/외국어교과논리논술",교직,인사캠
교직,CFTD093-01,특수교육학개론,권승희,화13:00-13:50【50304】 화14:00-14:50【50304】,2,4.56,30,0,오프라인,교직,인사캠
교직,CFTD093-02,특수교육학개론,심성용,수13:00-13:50【50104】 수14:00-14:50【50104】,2,4.19,8,0,오프라인,교직,인사캠
교직,CFTD093-03,특수교육학개론,심성용,수15:00-15:50【50305】 수16:00-16:50【50305】,2,4.19,8,0,오프라인,교직,인사캠
교직,CFTD093-04,특수교육학개론,김선영,목14:00-14:50【50305】 목15:00-15:50【50305】,2,0,9,0,오프라인,교직,인사캠
교직,CFTD119-03,학교폭력예방및학생의이해,이화정,화15:00-15:50【50401】 화16:00-16:50【50401】,2,4.67,29,0,오프라인,교직,인사캠
교직,CFTD048-01,한문교과교재연구및지도법,정효영,수18:00-18:50【50305】 수19:00-19:50【50305】【1h(ON)+2h(OFF)】,3,0,27,0,플립러닝(온라인[사전제작]+오프라인),교직,인사캠
교직,CFTD080-01,한문교과논리논술,임영걸,월18:00-18:50【50408】 월19:00-19:50【50408】,2,0,17,0,오프라인,교직,인사캠
교직,CFTD065-01,한문교재연구및지도법,김영주,화09:00-10:15【50408】 화10:30-11:45【50408】,3,3.9,14,0,오프라인,교직,인사캠
교직,CFTD045-01,중국어교과교재연구및지도법,조은정,월18:00-19:15【50310】 월19:30-20:45【50310】,3,0,0,0,오프라인,교직,인사캠
교직,CFTD121-01,교육실습2,한선영,월18:00-19:15【50310】 월19:30-20:45【50310】,3,0,2,0,학교현장실습학기제 참가 수학교육과 실습생만 수강신청 가능,교직,인사캠
교직,CFTD119-01,학교폭력예방및학생의이해,양정호,수18:00-18:50【50318】 수19:00-19:50【50318】,2,4.17,16,0,"PBL(온라인[사전제작]+오프라인), 공동강의 예정",교직,인사캠
교직,CFTD119-04,학교폭력예방및학생의이해,권승희,화18:00-18:50【50106】 화19:00-19:50【50106】,2,0,19,0,오프라인,교직,인사캠
DS,DASA002-01,AI캡스톤프로젝트,김장현,화09:00-10:15【50304】 화10:30-11:45【50304】,3,4.77,31,0,PBL(온라인[사전제작]+오프라인),DS,인사캠
DS,DASA001-01,머신러닝의기초,오하영,월12:00-13:15【9B313】【1.5h(ON)+1.5h(OFF)】,3,3.75,25,0,플립러닝(온라인[사전제작]+오프라인),DS,인사캠
